date,area,temperature,wind_speed,humidity,local_atmospheric_pressure
2022-04-27 09:10:18,8071.74,28.97,5.71,8.90775,2.278
2022-11-19 06:47:31,2609.52,10.5,1.89,13.50937,23.986
2022-07-18 20:07:10,1894.18,29.47,6.61,20.09485,12.484
2022-05-27 00:43:56,4334.67,13.56,1.27,18.29724,3.895
2022-05-11 15:31:20,3886.78,21.81,8.39,28.19949,11.485
2022-12-06 22:56:37,6037.96,27.63,5.42,4.49553,20.937
2022-08-15 19:42:20,3259.88,8.89,4.62,8.93234,27.672
2022-05-08 20:21:00,4448.44,19.15,1.91,4.78282,21.723
2023-02-01 15:11:24,5879.11,22.12,3.74,3.06526,3.015
2022-08-22 23:48:14,5268.92,17.01,1.36,8.60364,4.826
2022-05-08 07:27:17,2117.41,19.43,3.99,18.66448,8.114
2022-10-19 13:57:42,8154.81,14.47,1.63,22.01429,29.891
2022-03-11 18:02:07,9917.6,23.48,3.68,0.72919,28.613
2022-09-19 00:25:32,2149.3,19.1,6.0,4.04308,31.864
2022-07-23 14:18:14,8880.72,23.21,5.92,5.56257,4.493
2022-04-08 15:05:23,3961.08,17.41,9.8,12.96413,19.189
2022-12-21 21:38:48,8470.1,12.88,2.51,8.37609,5.902
2022-07-19 07:54:43,2090.34,15.86,1.15,17.92306,10.909
2022-11-18 02:48:56,2609.88,22.94,9.96,1.48495,17.542
2022-11-04 06:26:34,7629.77,3.33,1.82,0.01258,20.649
2022-12-24 01:22:47,4862.09,29.26,2.71,10.45856,20.007
2022-03-23 15:38:28,7918.12,7.74,6.49,13.38844,9.31
2023-02-25 20:46:53,2169.31,4.9,8.66,7.23875,18.602
2023-01-26 18:02:28,7220.26,4.61,4.68,18.00514,21.549
2022-09-12 07:38:57,1801.29,21.88,6.29,18.31931,9.251
2022-05-20 07:55:45,9488.73,18.92,7.06,14.55389,2.577
2022-09-14 11:20:30,6051.47,16.36,6.82,14.16363,21.512
2022-04-28 10:00:55,7921.75,8.24,1.91,19.60965,13.064
2022-08-22 13:17:32,7560.98,30.11,6.9,17.52856,21.921
2022-04-10 04:33:30,3991.49,6.55,2.06,19.13741,5.656
2023-02-15 23:50:00,3476.17,30.23,7.78,20.62523,28.949
2022-05-23 05:34:28,2146.8,27.04,1.63,24.36648,26.665
2022-10-17 18:18:55,2305.3,29.09,8.76,9.91205,9.343
2022-08-13 15:35:53,8720.78,29.26,3.02,28.1553,9.617
2023-01-09 09:04:06,3291.04,3.48,9.17,6.41391,11.321
2022-10-03 05:50:08,4214.66,1.98,7.94,10.02895,13.184
2022-03-16 01:33:26,6680.94,23.53,8.65,4.19574,8.486
2022-12-25 01:03:34,4360.4,7.05,8.33,2.43436,7.009
2022-10-14 09:50:51,4014.64,3.35,2.51,23.78706,23.8
2022-09-05 14:14:14,5154.92,5.75,1.89,17.62593,18.21
2022-08-24 05:45:58,6908.84,23.71,3.52,29.38893,24.551
2022-05-07 23:01:39,9964.84,5.61,4.19,9.06152,13.76
2022-10-27 20:52:26,6714.38,21.03,3.32,28.90733,27.121
2022-07-11 12:50:34,5984.23,8.13,8.26,20.18447,30.907
2022-06-09 00:20:24,4499.02,31.94,3.54,18.17014,18.597
2022-09-26 03:50:15,4934.57,12.9,8.61,24.23886,29.777
2022-06-05 20:25:14,9872.85,31.65,5.43,12.79782,12.946
2022-06-08 07:59:45,6839.67,11.88,5.65,17.50775,11.611
2022-04-05 00:24:06,8301.32,30.9,9.53,16.97922,24.466
2022-09-06 05:58:46,4933.85,17.3,3.33,2.23438,11.509
2022-05-20 08:46:56,2178.6,18.04,6.25,8.76843,27.38
2022-10-12 18:09:44,2827.87,23.86,5.17,3.37556,30.156
2023-01-08 05:48:47,7522.68,25.47,2.77,29.15242,31.37
2022-12-06 10:59:06,4829.62,17.77,8.68,23.90469,11.802
2022-04-16 05:23:19,8879.45,31.42,9.66,10.72148,22.201
2022-10-11 05:42:18,1415.0,5.14,3.19,15.35717,5.475
2022-07-15 18:48:59,7533.54,27.38,3.61,3.3232,8.747
2022-12-22 23:20:32,3611.55,7.64,6.67,4.64904,31.457
2022-05-07 05:55:56,6978.35,29.61,4.41,14.63753,6.48
2023-02-23 23:02:30,8241.54,10.89,5.85,14.07704,27.794
2022-12-21 13:09:20,5226.71,12.13,1.99,20.8906,22.921
2022-05-17 07:01:28,2908.23,1.59,3.49,21.1011,22.615
2022-10-02 00:11:56,1907.4,12.34,1.29,12.88883,31.526
2022-12-04 20:01:37,8588.57,10.27,3.52,20.47261,28.626
2022-12-30 05:42:15,1640.41,22.98,2.53,18.44863,8.922
2023-02-08 10:00:19,4756.19,19.86,9.2,28.70375,21.671
2022-04-29 15:44:44,8051.97,28.86,4.88,7.77931,10.487
2022-11-10 19:00:32,3215.65,29.63,5.28,2.71799,21.629
2022-08-31 11:44:31,9216.55,7.28,9.49,17.96525,16.296
2022-05-17 00:02:33,6479.42,2.06,5.4,22.10717,27.067
2022-04-27 14:01:23,4457.55,22.76,5.1,19.94788,20.383
2022-08-30 00:33:45,8435.77,27.5,5.53,27.92827,28.792
2022-07-22 04:14:17,8479.12,28.53,2.39,28.31744,25.187
2023-02-14 17:23:58,8767.98,6.17,6.89,11.85662,22.181
2022-07-24 08:13:32,5911.56,16.58,9.28,1.41421,12.104
2022-12-15 11:09:31,5303.85,6.39,2.85,1.12911,18.705
2022-05-27 12:01:00,7818.49,1.84,5.37,14.42121,20.482
2023-02-18 09:54:35,3912.8,28.94,2.13,1.02318,10.737
2022-04-23 23:56:20,6514.74,25.21,5.05,19.10253,25.694
2022-04-29 06:25:13,3677.35,26.47,6.96,20.92588,28.4
2022-05-27 13:13:31,4486.52,21.01,1.1,3.92697,31.801
2022-09-08 06:22:41,7505.09,19.98,6.09,1.37993,29.433
2023-01-03 21:03:51,8272.91,29.08,4.53,20.02835,27.46
2022-12-27 04:18:10,3152.16,6.35,9.1,27.4214,6.852
2022-11-10 21:53:00,8017.33,21.78,8.88,14.92365,22.36
2023-01-13 14:55:28,6615.61,27.2,3.99,29.13182,5.628
2022-04-27 17:52:20,7875.81,10.75,5.03,22.95752,13.716
2022-11-30 12:47:47,9463.78,1.09,8.11,18.58069,14.028
2022-08-26 12:05:04,6960.49,0.03,2.94,18.4787,12.198
2022-09-21 00:36:51,5756.34,13.42,3.02,12.20359,30.909
2023-01-19 21:36:52,3334.4,27.01,4.12,23.30272,3.501
2022-05-23 16:41:45,4688.53,25.5,5.92,5.19066,24.867
2023-02-06 06:15:40,8064.28,0.2,5.11,16.53422,26.527
2022-08-09 03:51:36,2494.89,24.99,7.28,26.83506,16.209
2022-12-19 22:57:17,6865.57,2.52,6.0,16.61179,4.592
2022-09-27 18:13:26,6254.29,19.06,1.26,15.5844,30.915
2022-11-13 12:04:35,6629.27,24.07,5.5,27.28737,20.137
2022-10-12 13:04:20,5539.41,3.03,6.62,8.13442,11.285
2022-10-21 01:50:56,4343.0,15.7,5.37,13.62444,11.526
2022-03-11 11:03:23,9271.22,31.9,6.22,10.4279,8.987
2022-12-05 06:47:22,2915.77,5.67,1.51,27.84283,30.024
2022-06-28 10:39:50,6081.94,26.81,5.65,16.26511,13.098
2022-06-28 17:14:26,9577.97,0.63,3.07,16.52413,20.283
2022-03-19 10:16:55,5291.52,18.29,8.2,23.01712,2.049
2022-08-29 02:17:26,4964.46,23.9,7.05,6.05541,9.702
2022-10-14 14:31:05,7579.9,1.16,9.41,28.08453,1.932
2022-03-29 21:53:21,3150.01,31.87,1.22,22.19195,2.883
2022-08-18 10:48:31,7324.43,13.5,5.23,14.30821,2.515
2022-10-17 23:41:32,3546.82,26.63,8.62,0.48822,11.118
2022-05-15 10:24:22,8334.44,8.22,2.8,2.79579,31.09
2022-11-25 02:46:39,6751.74,21.74,6.02,11.48116,6.165
2023-03-02 11:22:41,1696.79,27.71,6.69,12.43111,19.729
2022-09-11 09:28:27,2996.98,19.61,9.04,26.18248,10.296
2022-06-07 14:17:04,9565.23,19.63,4.04,25.2485,7.131
2022-05-09 12:07:24,2450.42,6.19,3.17,10.09776,9.72
2022-09-20 20:34:35,2935.35,2.84,5.67,16.49502,21.946
2022-06-23 07:29:48,2268.85,2.78,3.46,11.25201,9.088
2022-05-01 16:22:50,9086.83,23.19,8.02,1.60221,16.783
2022-03-26 23:11:20,9034.38,12.76,6.59,8.6265,15.508
2022-05-08 08:55:28,7882.7,27.44,4.46,7.75934,12.635
2022-09-15 21:48:55,8367.12,13.94,3.98,10.23661,22.62
2022-11-30 16:30:03,4788.21,30.52,8.12,23.57859,6.241
2022-09-10 20:04:14,2467.82,5.56,3.01,3.32456,31.719
2022-04-14 20:23:51,5658.79,19.86,8.9,15.68665,7.503
2023-02-25 19:57:28,6466.87,26.52,2.72,22.26494,18.162
2022-06-23 03:16:05,6537.07,17.52,6.16,15.8272,18.332
2022-10-10 12:11:16,1166.04,10.6,2.86,15.74088,11.731
2023-02-21 02:22:22,7258.67,10.5,2.51,12.77765,26.644
2022-07-21 01:11:14,5074.33,14.26,2.89,10.69491,10.685
2022-07-26 15:00:31,8379.16,3.27,9.25,8.37024,6.541
2022-12-14 09:24:38,8399.1,8.55,8.97,8.24823,21.232
2022-10-19 19:53:51,9064.96,3.87,5.96,3.63744,19.461
2022-08-29 02:02:11,6060.23,2.02,8.53,2.15114,7.012
2022-09-14 19:08:03,5068.16,7.31,4.05,29.90121,2.378
2022-08-04 09:03:51,1971.41,28.83,6.03,24.66633,6.092
2023-01-27 12:22:11,3922.13,6.95,8.32,24.98188,18.126
2022-06-30 14:58:34,9182.27,28.53,5.11,22.34857,17.539
2022-07-10 04:19:16,8512.57,6.48,5.48,20.45649,10.603
2022-04-19 11:41:51,8896.32,7.16,4.5,19.75706,23.844
2022-07-01 20:16:00,7052.85,9.07,9.77,5.39821,30.562
2022-03-11 17:53:23,2083.7,0.01,1.49,24.07644,11.645
2022-10-20 10:21:17,8432.34,3.1,4.87,3.65295,7.105
2022-12-13 14:23:11,6079.58,29.81,9.42,5.85208,4.772
2022-11-04 01:35:36,2553.96,25.95,3.37,29.71426,21.718
2022-06-11 22:14:22,7542.64,8.15,5.74,3.17228,17.688
2023-02-11 18:58:28,1102.12,3.82,8.01,3.10376,24.338
2022-05-14 23:06:39,5732.14,22.18,8.5,3.5761,28.969
2022-11-08 16:18:14,2990.92,7.91,3.86,20.24336,7.872
2022-12-10 08:46:28,1936.38,1.07,1.79,21.19391,18.211
2022-07-24 02:34:39,7613.69,21.59,5.09,10.72635,5.364
2022-03-27 09:15:23,5403.19,18.34,1.3,5.02357,13.622
2022-10-29 14:25:58,9886.05,31.04,5.32,8.66042,20.259
2022-07-14 06:29:54,3282.32,29.19,1.45,18.17687,13.28
2023-02-09 07:31:14,4101.02,24.02,7.21,12.40475,16.133
2022-07-29 12:43:19,4299.77,30.53,1.77,25.46086,21.642
2022-10-15 04:39:18,4623.46,29.8,6.85,22.10597,31.139
2022-05-08 05:16:23,2910.27,23.6,1.17,3.36815,7.715
2022-10-09 07:51:51,1672.39,20.06,4.46,21.52297,31.423
2023-02-17 16:39:18,6454.69,2.37,2.2,0.14427,13.53
2023-02-05 19:06:50,3436.95,13.01,5.05,29.16107,10.651
2022-10-02 04:59:44,5235.52,0.19,7.9,5.74671,3.913
2022-09-23 18:07:28,1294.16,22.91,9.42,11.47225,5.972
2022-05-08 20:19:11,4220.73,20.29,7.69,23.39553,4.756
2022-04-30 08:45:01,3469.19,18.32,9.11,14.58711,25.647
2022-09-16 16:55:26,7456.07,2.7,8.46,29.82195,28.232
2022-05-07 16:05:22,6435.63,18.34,8.29,10.15834,23.61
2022-05-08 05:29:45,5825.94,10.58,7.03,11.90011,23.021
2022-09-12 18:45:17,3994.34,14.98,1.49,28.60605,11.907
2022-11-17 06:34:42,3703.49,16.25,5.44,13.13853,27.226
2022-03-28 03:18:29,3849.79,26.77,7.2,26.38111,29.794
2022-11-13 05:05:18,8268.16,0.5,3.32,8.41742,2.428
2022-06-26 11:24:34,5496.26,22.65,9.43,17.04986,15.176
2022-03-13 08:53:06,6605.55,14.54,1.47,6.82783,21.73
2022-11-08 20:29:57,4222.8,20.81,3.81,20.88253,11.585
2022-10-08 13:17:49,4435.73,13.1,6.25,21.68866,14.197
2022-05-07 05:03:01,5699.13,22.04,4.87,8.47551,18.544
2022-08-25 21:24:33,1794.23,28.39,8.82,2.92406,2.051
2022-08-12 15:34:39,8580.62,16.46,9.46,1.48261,23.296
2022-07-08 16:59:26,2149.86,18.11,7.78,20.89564,23.836
2022-09-19 09:40:12,5729.61,9.35,5.48,13.82267,10.269
2022-10-27 17:44:34,9367.87,15.54,2.25,10.18549,26.337
2022-09-19 16:33:07,8098.38,14.59,2.83,18.97426,21.431
2022-07-03 02:14:28,8477.15,24.75,4.83,11.00396,17.836
2022-04-12 01:30:52,1597.46,15.51,4.84,15.36364,27.331
2022-09-17 22:52:35,4576.86,6.32,7.91,20.50698,21.415
2022-07-10 22:57:10,7875.01,16.3,3.85,26.68191,15.446
2022-04-21 06:10:15,5164.2,2.07,6.72,8.95813,13.668
2022-08-04 06:27:14,9983.36,11.63,8.94,17.01877,4.41
2022-12-08 22:13:14,4484.64,3.58,6.9,19.91246,23.566
2022-08-01 22:31:42,7541.82,14.69,2.25,10.68868,1.245
2022-07-06 18:41:01,6612.72,20.02,9.22,7.48533,3.172
2022-04-03 14:44:42,7728.14,23.4,3.18,23.76816,10.568
2023-02-19 22:11:53,4109.33,17.33,2.7,23.51431,8.332
2022-11-26 18:01:53,3002.52,11.16,4.19,13.77348,9.298
2022-05-25 17:33:08,3974.15,20.63,5.11,3.75551,26.31
2022-04-19 15:01:50,9597.84,12.0,4.34,27.75278,17.893
2022-09-20 15:31:36,5944.21,6.98,5.86,26.82962,9.762
2022-05-04 05:03:10,4108.87,6.86,4.93,27.41997,18.784
2022-08-20 09:30:23,5374.51,5.9,8.09,7.14734,23.132
2022-03-14 08:07:57,5204.22,26.43,3.09,1.59001,1.106
2022-12-22 08:24:01,6856.46,30.56,8.68,17.08081,8.992
2022-05-17 15:33:09,9992.49,4.03,3.14,17.68021,14.139
2022-11-04 23:08:19,5230.5,4.04,9.02,4.82864,28.905
2022-03-22 22:59:06,8130.36,0.91,2.84,2.38086,11.18
2022-06-03 13:22:55,9762.21,26.81,8.66,1.25955,6.165
2022-12-28 19:07:25,8087.77,20.58,2.55,29.46466,15.96
2022-10-05 23:40:31,4448.19,1.94,8.58,19.97508,29.508
2022-12-12 01:27:41,3257.09,29.41,8.52,3.46661,23.127
2023-03-04 19:17:01,6103.1,22.43,7.43,16.26445,21.664
2022-10-06 14:22:42,7705.27,13.58,2.29,17.18171,29.729
2023-03-08 07:45:00,9526.43,5.84,1.87,21.43872,2.293
2022-10-15 00:15:59,5587.75,6.15,5.09,29.65751,28.06
2022-07-07 11:37:13,3245.95,29.39,3.9,8.56121,2.352
2022-11-14 19:29:29,3225.68,21.47,1.12,10.09163,30.193
2023-01-19 17:00:27,5581.43,20.95,6.26,26.91404,31.649
2022-04-24 03:47:17,3198.44,25.77,3.3,16.1478,27.133
2022-03-29 16:48:55,2071.15,22.14,6.85,26.81404,5.92
2022-04-11 11:21:13,6184.15,13.72,5.91,23.00653,14.589
2022-10-20 11:17:04,7734.64,1.32,9.8,26.07472,17.813
2023-03-10 23:48:51,2953.7,4.87,5.95,18.08191,2.041
2022-10-02 15:55:45,5500.81,5.97,9.89,28.71396,2.768
2022-11-04 02:54:10,9509.58,26.48,6.87,20.24474,14.312
2022-08-08 06:43:48,6915.11,12.68,7.68,26.59939,18.17
2022-10-28 16:43:57,9631.58,25.88,2.33,15.21566,29.851
2022-12-03 13:48:45,6565.3,15.19,2.28,24.60047,19.259
2022-11-30 00:26:04,7426.71,22.54,6.51,23.67411,12.915
2023-02-13 19:52:45,1748.64,20.92,5.45,7.50934,29.837
2022-07-22 20:57:02,8226.4,1.9,9.21,29.0102,3.032
2022-07-26 03:37:10,8129.32,28.63,7.04,9.37845,27.081
2022-08-31 12:20:04,6610.66,20.47,3.14,4.62027,20.446
2023-01-11 10:31:53,4245.06,27.82,6.77,12.86088,20.631
2022-08-04 09:53:46,6872.22,12.62,2.51,0.1863,19.092
2022-03-12 04:38:56,1128.23,9.33,4.24,1.78063,29.854
2022-06-29 17:16:41,7902.01,25.85,9.23,10.97476,15.053
2022-11-09 12:39:06,2908.08,25.76,9.74,14.17991,7.351
2022-12-27 11:12:47,6851.26,20.03,2.98,0.32548,11.6
2022-12-11 06:05:54,8538.47,8.94,7.2,9.89602,27.851
2023-02-02 20:52:45,5639.85,7.64,4.3,27.55329,20.98
2022-11-25 08:25:07,1695.66,18.93,6.19,14.53736,2.79
2023-01-26 22:35:40,8377.32,12.65,1.1,16.21246,29.006
2022-08-11 22:17:41,5301.21,10.67,7.86,5.9243,13.879
2022-09-15 01:23:44,8303.54,27.22,8.71,10.66196,9.343
2022-11-04 02:10:17,2708.62,5.49,4.11,5.49799,26.863
2022-06-02 08:25:04,4848.27,5.09,4.37,14.08691,5.204
2022-10-22 15:29:32,2303.09,17.59,3.47,18.33127,8.24
2022-07-06 08:23:43,3504.42,8.91,5.97,24.96802,7.44
2022-05-07 07:31:48,3351.41,4.97,5.38,10.318,11.601
2022-04-21 23:17:08,1550.4,10.51,1.78,9.353,19.836
2022-08-02 07:25:31,7103.92,28.38,4.94,16.73932,22.576
2022-12-03 10:08:02,7020.53,17.3,7.64,28.25407,18.585
2022-12-24 18:07:26,3994.91,1.09,3.71,20.09512,22.409
2023-03-08 01:09:26,9136.62,4.51,7.17,26.40882,2.554
2023-02-06 02:09:43,7324.05,9.78,2.52,7.8359,4.567
2022-07-10 14:42:43,6618.44,13.19,3.73,9.45627,22.249
2023-02-14 09:53:30,4036.74,22.78,1.46,26.96455,9.98
2022-03-14 23:22:11,1678.52,28.11,7.47,23.04436,30.456
2023-02-13 03:36:16,5982.34,21.77,1.94,29.53062,16.711
2022-06-27 10:59:55,9185.69,10.44,9.26,19.76077,21.624
2022-10-14 14:25:49,9595.43,2.63,9.67,19.46298,16.77
2022-06-09 08:19:46,4618.1,0.82,5.47,9.01799,17.663
2022-05-28 21:15:17,2855.52,30.0,1.88,9.89545,23.537
2022-12-06 01:40:21,4772.32,27.88,5.54,12.45742,24.414
2022-07-19 04:51:56,2062.75,0.97,8.29,17.2115,23.283
2022-11-01 17:11:52,4516.88,6.8,7.74,3.48975,26.397
2022-05-25 21:35:05,9387.94,2.41,7.16,24.8567,2.162
2022-12-23 15:50:08,3412.9,16.57,3.46,5.02179,5.522
2022-10-30 07:09:23,2093.92,23.63,5.66,1.75617,4.253
2022-07-05 08:22:10,8246.66,13.85,7.49,25.02075,18.741
2023-02-13 02:09:29,7003.43,21.14,7.63,22.39294,15.004
2022-07-01 07:07:28,9102.4,25.76,5.16,11.89285,19.728
2022-10-08 04:23:53,7120.74,25.01,2.7,27.89742,28.121
2022-09-14 00:13:11,4790.72,29.49,6.11,20.11596,3.016
2022-10-13 17:02:59,2705.94,20.37,8.45,19.80074,31.572
2022-08-28 12:34:34,7326.04,8.91,9.33,3.10374,16.933
2022-04-23 03:08:08,4879.42,16.06,9.21,10.41419,20.15
2022-10-05 01:13:56,7043.51,13.58,6.07,9.76723,15.538
2022-10-10 09:27:22,8217.53,21.65,7.79,7.07704,11.6
2022-09-03 16:38:17,3193.92,11.88,7.94,4.31552,28.632
2022-09-18 20:47:37,1237.27,10.25,6.75,3.74953,16.556
2022-11-16 20:25:05,4490.92,5.96,1.98,21.25858,5.499
2023-01-13 09:27:24,6894.66,1.05,8.1,12.70797,12.325
2022-06-19 03:08:49,8150.25,19.42,5.83,15.72704,10.606
2022-10-11 05:36:46,9078.48,22.26,3.1,3.3058,8.681
2022-04-12 06:48:23,5612.4,3.22,2.9,22.58864,26.342
2022-09-17 01:20:39,7089.83,27.32,7.79,13.8175,21.325
2022-06-05 19:28:06,4738.25,0.2,1.5,17.67575,20.305
2022-10-04 23:22:40,4430.45,0.87,1.76,8.42734,7.496
2022-04-02 02:27:11,9777.21,24.33,2.34,24.10451,28.581
2022-05-14 06:01:15,8067.08,24.33,1.1,6.75388,27.14
2022-10-04 06:48:24,9699.04,21.32,7.16,26.2722,27.414
2023-01-08 14:00:30,1229.42,26.01,5.11,18.97324,16.462
2022-08-12 01:04:00,2143.5,30.66,7.34,8.89242,20.125
2022-03-24 00:29:41,7852.8,7.17,7.57,19.58826,25.955
2022-06-06 14:41:36,4366.57,23.47,9.93,16.88587,16.504
2023-02-09 02:48:57,8633.57,27.37,3.82,16.56398,15.389
2023-02-25 10:20:40,2822.71,20.25,4.48,10.61518,5.02
2022-03-12 09:59:20,3164.13,15.71,2.86,26.42429,21.763
2022-10-01 08:11:42,1152.57,29.57,3.74,2.28351,3.681
2022-05-27 20:01:27,5998.61,26.57,4.01,19.84843,5.709
2022-11-08 23:20:06,8029.65,29.39,1.9,17.54304,30.878
2022-04-01 01:10:19,4060.5,6.16,5.74,24.7348,15.744
2023-01-16 22:36:42,9459.23,3.19,4.34,4.33365,22.771
2023-01-16 03:28:12,2880.05,5.25,4.46,20.53486,5.559
2022-06-05 23:48:25,1339.58,20.27,3.11,15.98738,7.521
2022-09-24 21:08:38,7773.36,21.11,7.43,29.33158,18.081
2023-01-16 05:17:16,2157.91,8.76,5.85,17.15791,16.268
2022-11-14 17:13:23,8917.94,2.49,9.22,10.58588,3.787
2022-09-16 10:36:41,3554.49,31.16,2.64,0.01886,1.611
2023-02-06 03:16:40,7516.09,6.75,5.84,23.94969,7.773
2022-10-07 07:44:21,9101.18,24.79,1.59,11.06321,3.151
2022-11-10 06:29:58,9078.36,31.18,4.87,12.50725,20.409
2022-05-09 17:02:57,5800.93,15.47,8.39,17.47084,19.188
2023-01-24 16:13:51,6998.27,21.83,7.59,19.57643,9.745
2022-10-03 22:48:14,8521.11,11.0,1.67,2.67829,12.64
2022-08-07 13:31:31,8954.52,7.67,7.86,23.94359,1.63
2022-08-14 19:45:25,1379.74,22.74,8.87,28.11104,27.103
2023-01-23 04:17:05,3501.35,8.41,1.11,4.70762,5.557
2022-09-01 21:19:13,9338.42,7.69,2.3,0.80501,2.538
2023-01-30 23:28:26,3753.88,13.61,8.79,10.48064,26.414
2022-05-13 23:55:35,9944.53,20.42,7.01,18.41138,17.772
2022-07-01 06:10:44,5494.95,31.41,3.5,28.15764,2.245
2023-02-21 09:08:12,9618.92,0.77,9.64,25.73519,8.25
2022-06-07 06:59:25,1689.87,30.08,3.68,5.74568,24.312
2022-11-22 23:25:50,3168.6,26.19,2.77,29.37227,4.246
2022-09-16 18:06:47,7593.19,27.66,6.05,26.32789,29.468
2022-12-24 07:35:25,5914.1,9.85,8.63,10.24744,27.105
2022-10-19 12:17:13,1534.38,24.33,9.37,22.25326,12.228
2022-04-19 04:39:15,3285.25,10.38,4.41,22.43407,5.88
2022-08-01 05:40:13,8018.65,15.35,3.25,14.62225,24.163
2022-06-26 19:03:54,4473.08,27.74,2.98,22.05067,5.498
2022-12-04 05:57:32,2269.8,3.62,9.97,8.07605,2.643
2022-11-19 16:08:44,6894.05,20.91,1.29,14.84779,21.469
2022-10-16 04:17:18,9007.89,27.03,6.67,29.29105,19.037
2022-11-16 01:39:19,8135.4,26.13,4.29,6.03578,28.469
2023-01-29 13:32:37,9710.59,15.52,6.87,19.8941,17.826
2022-07-21 22:13:30,1717.66,5.07,5.84,6.9207,8.933
2022-12-13 03:21:31,7252.8,24.93,7.22,1.68816,10.909
2022-06-13 02:55:10,7096.32,29.38,7.05,22.56786,1.026
2023-02-26 14:54:47,7506.59,29.02,3.53,10.52368,16.874
2022-04-05 02:20:10,5716.46,1.48,9.43,25.23562,10.129
2022-08-16 07:00:00,5857.45,26.16,3.61,4.67469,5.801
2022-03-17 12:05:21,9609.74,23.15,4.81,25.058,4.303
2022-06-27 06:17:20,2938.37,10.46,5.51,17.68,27.591
2022-04-03 11:24:11,8649.02,20.43,7.16,14.74157,7.791
2022-11-24 19:00:18,5714.33,2.11,8.76,1.86487,19.329
2023-01-11 23:50:05,7100.07,5.79,9.47,10.99468,31.853
2023-03-10 13:32:39,5444.3,23.28,7.83,22.55061,17.344
2023-01-22 09:38:22,3457.06,31.85,6.39,23.73472,15.216
2022-07-26 11:44:22,5956.72,24.88,6.25,18.73172,3.424
2022-10-10 23:38:06,7370.32,3.12,8.74,6.33198,16.389
2022-05-05 08:14:52,1127.44,27.36,8.68,29.12316,5.856
2023-02-14 13:40:30,1296.5,24.1,6.39,10.3752,16.924
2022-03-24 11:51:21,5402.78,29.41,7.62,4.75968,15.941
2022-06-08 11:33:30,2702.15,3.09,2.35,1.72035,11.786
2023-02-17 08:21:45,9109.95,7.56,2.7,14.26661,28.882
2023-01-18 16:29:36,8259.77,24.6,4.99,2.24171,8.993
2022-10-28 13:06:57,7997.09,15.16,8.85,4.30768,16.002
2022-11-13 12:44:09,1325.9,12.11,1.11,14.29336,21.148
